0.000500379	5.69332e-67
0.000507084	7.79804e-64
0.000513789	3.11751e-63
0.000520493	3.30251e-60
0.000527198	1.33324e-59
0.000533903	1.09205e-56
0.000540607	4.45313e-56
0.000547312	2.82016e-53
0.000554017	1.16167e-52
0.000560721	5.6878e-50
0.000567426	2.36677e-49
0.000574131	8.95923e-47
0.000580835	3.76609e-46
0.00058754	1.10224e-43
0.000594244	4.6804e-43
0.000600949	1.05921e-40
0.000607654	4.54293e-40
0.000614358	7.95121e-38
0.000621063	3.4439e-37
0.000627768	4.6631e-35
0.000634472	2.03905e-34
0.000641177	2.13685e-32
0.000647882	9.42912e-32
0.000654586	7.65271e-30
0.000661291	3.40552e-29
0.000667995	2.14245e-27
0.0006747	9.60659e-27
0.000681405	4.69038e-25
0.000688109	2.11658e-24
0.000694814	8.03331e-23
0.000701519	3.64242e-22
0.000708223	1.07699e-20
0.000714928	4.89605e-20
0.000721633	1.13103e-18
0.000728337	5.14065e-18
0.000735042	9.31236e-17
0.000741746	4.21628e-16
0.000748451	6.01798e-15
0.000755156	2.70152e-14
0.00076186	3.05647e-13
0.000768565	1.35237e-12
0.00077527	1.22193e-11
0.000781974	5.2898e-11
0.000788679	3.85205e-10
0.000795384	1.61701e-09
0.000802088	9.59372e-09
0.000808793	3.86374e-08
0.000815497	1.89133e-07
0.000822202	7.21847e-07
0.000828907	2.95673e-06
0.000835611	1.05485e-05
0.000842316	3.6707e-05
0.000849021	0.000120631
0.000855725	0.000362229
0.00086243	0.00108031
0.000869135	0.00284203
0.000875839	0.00758347
0.000882544	0.0177221
0.000889249	0.041784
0.000895953	0.0877536
0.000902658	0.181093
0.000909362	0.358418
0.000916067	0.638901
0.000922772	1.10775
0.000929476	1.76711
0.000936181	2.69696
0.000942886	3.88403
0.00094959	5.32126
0.000956295	7.0079
0.000963	8.90191
0.000969704	11.0504
0.000976409	13.6372
0.000983113	16.7405
0.000989818	20.9575
0.000996523	26.3363
0.00100323	33.6887
0.00100993	43.0068
0.00101664	54.9348
0.00102334	69.4334
0.00103005	86.7866
0.00103675	106.94
0.00104346	129.73
0.00105016	155.094
0.00105686	182.289
0.00106357	211.298
0.00107027	241.116
0.00107698	271.83
0.00108368	303.447
0.00109039	336.121
0.00109709	372.137
0.0011038	411.565
0.0011105	458.125
0.00111721	511.729
0.00112391	574.5
0.00113062	646.304
0.00113732	725.649
0.00114402	812.49
0.00115073	903.081
0.00115743	997.451
0.00116414	1092.34
0.00117084	1187.78
0.00117755	1282.08
0.00118425	1375.23
0.00119096	1466.77
0.00119766	1556.68
0.00120437	1645.35
0.00121107	1732.77
0.00121778	1819.3
0.00122448	1904.97
0.00123119	1989.05
0.00123789	2071.53
0.00124459	2152
0.0012513	2230.28
0.001258	2309.31
0.00126471	2388.95
0.00127141	2474.49
0.00127812	2566.24
0.00128482	2665.61
0.00129153	2773.29
0.00129823	2882.88
0.00130494	2994.74
0.00131164	3098.57
0.00131835	3193.92
0.00132505	3273.65
0.00133175	3336.96
0.00133846	3383.24
0.00134516	3413.28
0.00135187	3419.26
0.00135857	3414.95
0.00136528	3404.25
0.00137198	3375.78
0.00137869	3338.47
0.00138539	3293.94
0.0013921	3243.58
0.0013988	3187.96
0.00140551	3126.52
0.00141221	3059.75
0.00141891	2984.13
0.00142562	2899.43
0.00143232	2802.61
0.00143903	2692.69
0.00144573	2571.08
0.00145244	2436.94
0.00145914	2296.48
0.00146585	2149.91
0.00147255	2004.32
0.00147926	1860.97
0.00148596	1723.68
0.00149267	1593.77
0.00149937	1471.13
0.00150608	1356.29
0.00151278	1247.35
0.00151948	1144.01
0.00152619	1045.09
0.00153289	949.93
0.0015396	859.481
0.0015463	773.494
0.00155301	694.169
0.00155971	622.101
0.00156642	558.149
0.00157312	503.133
0.00157983	455.43
0.00158653	415.108
0.00159324	379.683
0.00159994	348.49
0.00160664	319.872
0.00161335	293.154
0.00162005	267.466
0.00162676	242.347
0.00163346	217.411
0.00164017	192.243
0.00164687	167.317
0.00165358	142.464
0.00166028	118.911
0.00166699	97.0454
0.00167369	77.768
0.0016804	61.7527
0.0016871	48.7466
0.00169381	39.0478
0.00170051	31.6324
0.00170721	26.1643
0.00171392	21.8449
0.00172062	18.1086
0.00172733	14.8182
0.00173403	11.6799
0.00174074	8.87058
0.00174744	6.41793
0.00175415	4.38543
0.00176085	2.85884
0.00176756	1.73794
0.00177426	1.00604
0.00178097	0.545644
0.00178767	0.269142
0.00179437	0.135794
0.00180108	0.0595622
0.00180778	0.0266025
0.00181449	0.0106133
0.00182119	0.00409338
0.0018279	0.00139406
0.0018346	0.000494289
